metal_level,company,plan_number,plan_name,plan_type,sob_url,plan_id
Gold,Blue Cross and Blue Shield of Oklahoma,87571OK0510063,MyBlue Gold HMO? Standard,HMO,https://www.bcbsok.com/sbc/ind/sbc-ghsa65baviokp-ok-2025.pdf,62a6655a-224c-409b-b23e-7eddb064c757
Silver,"Antidote Health Plan of Arizona, Inc.",68445AZ0600021,"Silver Complete+Dental $0 Tier-1 PCP, $0 Antidote 24/7 Virtual PCP/Urg/Chronic Care, $0 Core Rx",HMO,http://www.antidotehealth.com/assets/docs/25/m-sbc-25-az-en-68445AZ0600021-01-s-complete-d-on.pdf,62b591c9-d73b-43d1-aa52-1de29486d63b
Silver,Cigna Healthcare,94419IN0010011,Connect Silver 3000 Indiv Med Deductible,EPO,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-25-sbc-in-970917-s-connect3000.pdf,62c2eb83-9941-4e68-82d1-02da9ad33276
Silver,Ambetter Health,49004FL0010021,Focused Silver,HMO,https://api.centene.com/SBC/2025/49004FL0010021-01.pdf,62dd6c41-994c-4a15-8b7f-3cea05dc06fe
Expanded Bronze,CHRISTUS Health Plan,98780LA0170003,CHRISTUS Bronze Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/98780_SBC_CHRISTUS_Bronze_Plus_2025.pdf,6317b113-7053-4717-aee2-f9120fa871f9
Expanded Bronze,Priority Health,29698MI0541101,MyPriority Standard Bronze - Corewell Health West Michigan Network,HMO,https://priorityhealth.stylelabs.cloud/api/public/content/2025-standard-bronze-corewell-health-west-mi-sbc.pdf,63253e21-8987-4782-bf8d-a9960e4f199d
Platinum,AvMed,19898FL0340063,AvMed Entrust Platinum Standard (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHP16560101250624.pdf,63e798f2-3e49-4e95-b970-478e9d376ba6
Expanded Bronze,CHRISTUS Health Plan,66252TX0330010,CHRISTUS Bronze Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_Plus_2025.pdf,640faeb4-61ac-4023-a2a2-232e9c070fbe
Silver,Blue Cross and Blue Shield of Texas,33602TX0870227,Blue Advantage Plus Silver? 605,POS,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxp-tx-2025.pdf,641361a5-de9d-4462-93b4-dd255e6c6dc9
Gold,"Imperial Health Plan of the Southwest, Inc.",98113UT0010003,Imperial Standard Gold,HMO,https://documents.imperialhealthplan.com/2025/Marketplace/Plans/Utah/Imperial%20Standard%20Gold_98113UT0010003-01_CY2025.pdf,642ae24c-b382-45cf-aba0-5cdffa548cfe
Gold,CHRISTUS Health Plan,66252TX0070007,CHRISTUS Gold Essential,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Gold_Essential_2025.pdf,6432582b-d979-4c38-900e-91e1c166800e
Catastrophic,Quartz,85773IL0030075,QUARTZ PERFORMANCE CATASTROPHIC (VISION) - IL,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?t=QPC250307501/view.pdf,6459d2ac-34c2-445d-9f89-7692ff7f157e
Gold,Blue Cross and Blue Shield of NC,11512NC0410002,Blue Local Gold Standard | with Atrium Health,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Local_Gold_Standard_1500_with_Atrium_Health_2025.pdf,6496e3d1-384e-4c7f-910b-6dde9e9df66e
Silver,Blue Cross and Blue Shield of Texas,33602TX0460978,Blue Advantage Silver HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxp-tx-2025.pdf,64c1592d-8434-47fd-b0e7-ea358acfcb9a
Gold,Anthem Blue Cross and Blue Shield,79475WI0340159,Anthem Gold Pathway/Lean 1000 ($0 Virtual PCP + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemGoldPathwayLean10000VirtualPCP0SelectDrugsIncentives/81UX/English/DG166705364127.pdf,64f5e550-8216-463e-960b-ed3c516cb26f
Expanded Bronze,Priority Health,29698MI0541012,MyPriority Value Bronze Bronson Healthcare Partners,HMO,https://priorityhealth.stylelabs.cloud/api/public/content/2025-value-bronze-bronson-healthcare-sbc.pdf,64fcbbac-ab75-4d7c-8b92-80e96139b7b2
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0460708,Blue Advantage Bronze HMO? 204,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsh31bavitxp-tx-2025.pdf,650399e2-fc39-4a92-9387-61fe27ddb848
Gold,"Cigna HealthCare of Arizona, Inc",97667AZ0110019,Connect Gold 2500 Indiv Med Deductible,HMO,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-25-sbc-az-945207-g-connect2500.pdf,6542dfb0-0bf3-4018-ab8c-57fd02a15198
Gold,Community First,63251TX0010002,University Community Care Plan by Community First - Gold Plan Standard,EPO,https://exchange.communityfirsthealthplans.com/wp-content/uploads/sites/4/2024/09/Gold-Standard-Plan-SBC-2025.pdf,655e4677-46b3-423d-b24a-4cf962c1ad39
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420137,Blue StandardHealth Bronze - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=StandardHealth%20Bronze%20&Deductibles=7500&EffectiveDate=2025/01/01&ContractType=2.pdf,655fcde5-0278-4264-b7e1-57fcb5586917
Silver,Ambetter Health,49004FL0010024,Standard Silver,HMO,https://api.centene.com/SBC/2025/49004FL0010024-01.pdf,6582598c-3aa5-4852-945c-a3195117b3fa
Silver,CHRISTUS Health Plan,66252TX0040013,CHRISTUS Silver,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_2025.pdf,65ab7351-bbc1-4af0-8fc0-04fc56d4411a
Silver,Anthem Blue Cross and Blue Shield,79475WI0340106,Anthem Silver Pathway/Lean 4000 (3 Free PCP Visits + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayLean40003FreePCPVisits0SelectDrugsIncentives/86PH/English/DG166705364086.pdf,65adcf1f-c168-475c-9788-f974396d96ed
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0870046,Blue Advantage Plus Bronze? 303,POS,https://www.bcbstx.com/sbc/ind/sbc-bosh45bavitxp-tx-2025.pdf,65d02ee5-b095-4474-b267-1ae1ee60d40f
Gold,MercyCare Health Plans,54322IL0090010,MercyCare Gold Standard,HMO,https://www.mercyhealthsystem.org/media/p/32101/2025-jan-sbc-gold-standard-il54322il0090010.pdf,66078520-110b-4a7f-a195-cf4bf2e05a34
Gold,MercyCare Health Plans,58326WI0090021,MercyCare Gold Standard,HMO,https://www.mercyhealthsystem.org/media/p/32080/2025-jan-sbc-gold-standard-wi58326wi0090021.pdf,66567cef-6aba-4271-a54b-139912e401a0
Gold,Oscar Insurance Company,20069TX0510025,Gold Simple Guided Care,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/TX/sbc/2025_20069TX051002501.pdf,6699a4c1-a643-4907-9d84-a9c2b07174c8
Expanded Bronze,CHRISTUS Health Plan,66252TX0140010,CHRISTUS Bronze Essential Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_Essential_Plus_2025.pdf,66b6cb28-9a99-49d8-919f-eed1b878e8c1
Catastrophic,Florida Health Care Plans,56503FL1320001,Gym Access IND Essential Plus Catastrophic POS 37,POS,http://www.fhcp.com/documents/ISBC/2025/56503FL1320001-01.pdf,66dc97c9-cf5f-4328-83e0-f8a94129c9c2
Silver,CHRISTUS Health Plan,66252TX0280011,CHRISTUS Standard Silver,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Standard_Silver_2025.pdf,66e034d2-a812-4719-a820-b43c178e12a1
Gold,Quartz,85773IL0040051,QUARTZ ONE ACHIEVE GOLD (DENTAL & VISION) $2500 DED - IL,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?t=Q1G250405101/view.pdf,66e34a6a-3ccc-44c7-a1bb-18cd3343732c
Gold,Ambetter Health of Delaware,64004DE0090012,Standard Gold,EPO,https://api.centene.com/SBC/2025/64004DE0090012-01.pdf,66ec4466-dc15-4b73-b99b-5f67f34f37e1
Silver,AvMed,19898FL0350023,AvMed Entrust Silver 350 Dental+Vision (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHS16590101250624.pdf,66f048fc-25a3-46f6-8461-e3dabb91398c
Silver,AvMed,19898FL0350015,AvMed Entrust Silver 550 Dental+Vision (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHS16610101250624.pdf,66f1ba90-495d-48b8-9db4-a1a878cc0a42
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0461120,MyBlue Health Bronze? 402,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsa01bftitxp-tx-2025.pdf,6703b9e7-e265-4472-9e4a-83c538c67760
Silver,Community First,63251TX0020001,University Community Care Plan by Community First - Silver Plan,EPO,https://exchange.communityfirsthealthplans.com/wp-content/uploads/sites/4/2024/09/Silver-Plan-SBC-2025.pdf,6715fc89-0115-4ade-b3e7-6f19c43a61fd
Silver,Blue Cross and Blue Shield of Alabama,46944AL0740001,Blue Standardized Silver EPO,EPO,https://www.alabamablue.com/sb/2025ste.pdf,672ab3b6-59f1-4e7b-8168-74f622cf1d73
Silver,Blue Cross and Blue Shield of Illinois,36096IL1380027,MyBlue Plus Silver? Standard - Select Rx Copays,POS,https://www.bcbsil.com/sbc/ind/sbc-sose10blfiilp-il-2025.pdf,673c7b3d-3c61-47c6-8a2c-a4adf5c0b425
Silver,Blue Cross and Blue Shield of Texas,33602TX0870239,Blue Advantage Plus Silver? 605,POS,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxp-tx-2025.pdf,67b7e207-8dde-4c25-9829-a481ef26ff68
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990361,Blue Choice Preferred Silver PPO? 801,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsb44bceiilp-il-2025.pdf,67bcab08-67d5-436b-b35b-d4c2216f719e
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420140,Blue StandardHealth Bronze - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=StandardHealth%20Bronze%20&Deductibles=7500&EffectiveDate=2025/01/01&ContractType=2.pdf,67f34407-e149-4112-a4cb-6dd13cb1eb76
Silver,Ambetter Health of Delaware,64004DE0090013,Elite Silver,EPO,https://api.centene.com/SBC/2025/64004DE0090013-01.pdf,67fada34-72c3-45ce-8bea-f3f34febc3b2
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420069,Blue Portfolio HSA Bronze - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=Portfolio%20HSA%20Bronze%20&Deductibles=7050&EffectiveDate=2025/01/01&ContractType=2.pdf,68285235-2d3c-451c-9b68-5a77b450da2b
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0810177,Blue Precision Bronze HMO? Standard - Select Rx Copays,HMO,https://www.bcbsil.com/sbc/ind/sbc-bhsa82baviilp-il-2025.pdf,6833b7e0-6c80-4f47-b557-9873266fb842
Silver,Blue Cross and Blue Shield of Texas,33602TX0461131,MyBlue Health Silver? 405,HMO,https://www.bcbstx.com/sbc/ind/sbc-shsa03bftitxp-tx-2025.pdf,691c718a-e4b4-4fa1-b83f-78ab5142249a
Silver,Blue Cross and Blue Shield of NC,11512NC0390013,Blue Home Silver Preferred | 3 Free PCP | $10 Tier 1 Rx | Integrated | with UNC Health Alliance,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Home_Silver_Preferred_1575_with_UNC_Health_Alliance_2025.pdf,692b711c-069b-4b8a-85fc-254ba30d126d
Silver,Blue Cross and Blue Shield of Kansas City,94248KS0560014,Blue KC Standard Silver BlueSelect EPO,EPO,https://bkcdocs.blob.core.windows.net/qhp/SBC_2025_94248KS0560014-01.pdf,693a3d8f-48b4-4731-a693-f3ebc16709c4
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0461044,Blue Advantage Bronze HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxp-tx-2025.pdf,693b1d02-4ac3-44f9-b49d-8299e86a45b8
Gold,Medica,93078IA0080045,Medica with CHI Health Gold $0 Copay PCP Visits,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBCHGCPCIA&uid=FFM.pdf,694c05e8-c661-4b99-9e3b-20bca60f9089
Expanded Bronze,AvMed,19898FL0340091,AvMed Entrust Expanded Bronze Standard (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHB16480101250624.pdf,69523c83-bbc3-4c52-bfd0-d8c4f84e3ca7
Expanded Bronze,Blue Cross and Blue Shield of Montana,30751MT0550050,Blue Preferred Bronze PPO? 201,PPO,https://www.bcbsmt.com/sbc/ind/sbc-bpsh30ppoimtp-mt-2025.pdf,69914aa5-fbb6-4ac0-988e-05963611c72d
Gold,Blue Cross and Blue Shield of Texas,33602TX0460820,Blue Advantage Gold HMO? 603,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxp-tx-2025.pdf,6996098c-0c62-46d4-b0cc-22e5a05e6956
Expanded Bronze,UnitedHealthcare,80180WI0110003,"UHC Bronze Copay Focus+ $0 Indiv Med Ded ($0 Virtual Urgent Care, Dental + Vision, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.80180WI0110003-01.en.2025.pdf,69dc30eb-c688-46cd-8074-693a6a82f1a1
Silver,Ambetter Health of Delaware,64004DE0100007,Focused Silver + Vision + Adult Dental,EPO,https://api.centene.com/SBC/2025/64004DE0100007-01.pdf,6a0cd881-1fb6-48e6-8257-c3524fb40463
Expanded Bronze,BlueCross BlueShield of South Carolina,26065SC0720004,Blue Congaree Bronze 1,HMO,https://www.southcarolinablues.com/web/nonsecure/sc/resources/4211c1bd-3976-45d5-97ab-ea428a51a4f7/BCBS+-+Blue+Congaree+Bronze+1+2025.pdf,6a17b15b-781e-40ff-aef3-b8e6992a7c51
Silver,Ambetter Health,49004FL0020020,Enhanced Diabetes Care Silver with $0 Drug Options + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/49004FL0020020-01.pdf,6a1b3855-f0dd-4afc-bfcb-6be9c478476a
Expanded Bronze,AvMed,19898FL0340092,AvMed Entrust Expanded Bronze Standard (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHB16480101250624.pdf,6a1ef35b-3936-4e94-8e45-2e2440783cc3
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL1380005,MyBlue Plus Bronze? 912,POS,https://www.bcbsil.com/sbc/ind/sbc-bosd90blfiilp-il-2025.pdf,6a2c9c4a-2a33-4acd-9ae7-c98b8195ef4c
Silver,Blue Cross Blue Shield of Arizona,53901AZ1420054,Blue EverydayHealth Silver - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=EverydayHealth%20Silver%20&Deductibles=5000&EffectiveDate=2025/01/01&ContractType=2.pdf,6a36126d-2ae2-4d1b-8fae-bac40b02b086
Gold,Blue Cross and Blue Shield of Illinois,36096IL1380026,MyBlue Plus Gold? Standard - Rx Copays,POS,https://www.bcbsil.com/sbc/ind/sbc-gose06blfiilp-il-2025.pdf,6ab75037-bf3b-4121-95a1-f29382a87edb
Silver,Medica,73751ND0140076,Essentia Choice Care with Medica Silver Share,HMO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBECCSSND&uid=FFM.pdf,6ad17540-2eba-4b41-b2ad-cbfff795025e
Expanded Bronze,CHRISTUS Health Plan,66252TX0330007,CHRISTUS Bronze Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_Plus_2025.pdf,6b0201a8-9ae6-412f-a8b7-d5a469efaf57
Gold,Kaiser Permanente,60612HI0110011,KP HI Gold 1000 Ded/250 Rx Ded,HMO,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/summary-of-benefits/hi/individual-family/2025/60612HI0110011-01-en-2025.pdf,6b332d7c-f181-41a5-bf37-31c732330224
Silver,Medica,39520KS0040057,Select by Medica Silver Standard,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBSMSSTKS&uid=FFM.pdf,6b50d694-b1d3-4429-8ae7-5837b59ff2a3
Silver,BlueCross BlueShield of South Carolina,26065SC0730006,Blue Pee Dee Standard Silver,HMO,https://www.southcarolinablues.com/web/nonsecure/sc/resources/7d4b3bcc-2682-42f1-9e64-19572f5097df/BCBS+-+Blue+Pee+Dee+Standard+Silver+2025.pdf,6b7d927c-c360-4cd2-b6c9-c2960335c1f6
Gold,Blue Cross and Blue Shield of Illinois,36096IL0810142,Blue Precision Gold HMO? Standard - Rx Copays,HMO,https://www.bcbsil.com/sbc/ind/sbc-ghsa47baviilp-il-2025.pdf,6b9c8b14-01fa-473d-aa3b-fd1a106b4b99
Catastrophic,Medica,21333OK0070010,Harmony by Medica Catastrophic + Adult Eye Exam,PPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBHMCAEEOK&uid=FFM.pdf,6ba3e5ab-3198-4038-bf10-6ecc42110fa2
Gold,Ambetter from Superior HealthPlan,87226TX0070013,Complete VALUE Gold,HMO,https://api.centene.com/SBC/2025/87226TX0070013-01.pdf,6bc40735-6617-4e4b-9249-4b0221a2b55c
Silver,Blue Cross Blue Shield of Arizona,53901AZ1420157,Blue ACA StandardHealth Silver with Health Choice,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=ACA%20StandardHealth%20Silver%20with%20HC%20&Deductibles=5000&EffectiveDate=2025/01/01&ContractType=2.pdf,6bf50036-d3d2-4db8-ac8e-6100003ad21f
Silver,BlueCross BlueShield of South Carolina,26065SC0720003,Blue Congaree Silver 2,HMO,https://www.southcarolinablues.com/web/nonsecure/sc/resources/8d219148-dc6f-4f3b-822b-fafb9375c46b/BCBS+-+Blue+Congaree+Silver+2+2025.pdf,6bf6cee9-7db6-4b7e-b0cc-e323f1c27ce8
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990189,Blue Choice Preferred Bronze PPO? 201,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsh31bceiilp-il-2025.pdf,6c601761-1fdd-494a-aa86-fd365440ef5b
Catastrophic,CHRISTUS Health Plan,66252TX0010009,CHRISTUS Catastrophic,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Catastrophic_2025.pdf,6c970472-0b9f-4cd7-be61-a7056ace7503
Silver,Molina Healthcare,32355IL0010011,Silver 12 with first 4 free PCP or MH visits,HMO,https://www.molinamarketplace.com/members/il/en-US/PDF/Marketplace/2025/IL25SBCE_S12_1.pdf,6cad2d87-fc05-4676-b68b-6f960eaac535
Gold,Ambetter from Superior HealthPlan,87226TX0080012,Standard Gold VALUE,HMO,https://api.centene.com/SBC/2025/87226TX0080012-01.pdf,6cdcd435-fb34-4c44-aa36-819a4da9091a
Silver,Florida Health Care Plans,56503FL2550002,Gym Access IND Silver HMO BC 0941,HMO,http://www.fhcp.com/documents/ISBC/2025/56503FL2550002-01.pdf,6d83d231-2a35-43f8-b8f0-363bc370a2a3
Expanded Bronze,"Moda Health Plan, Inc.",17933TX0010007,Moda Select Bronze HDHP 7500,EPO,https://www.modahealth.com/-/media/modahealth/shared/plans/TX/2025/individual/Moda-Select-Bronze-HDHP-7500-SBC-2025-TX.pdf,6d9cd445-885a-4c16-8294-ef1268f3a714
Gold,CHRISTUS Health Plan,66252TX0370013,CHRISTUS Gold Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Gold_Plus_2025.pdf,6da4d9c7-5f0c-455e-9f51-642502ed2681
Expanded Bronze,CHRISTUS Health Plan,66252TX0140012,CHRISTUS Bronze Essential Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_Essential_Plus_2025.pdf,6daa1d28-0975-4b09-84d0-469463ef89ff
Platinum,AvMed,19898FL0350061,AvMed Entrust Platinum 25 Dental+Vision (2025),HMO,https://apps.avmed.com/Public/OHBRFileManager/DownloadFile.aspx?filePath=%2Fpresales%2FAvMed%2F2025%2FSBC%2FIFP%2FAVINHP16550101250624.pdf,6dad832b-1ab2-446d-adf4-c1b727a9d99a
Gold,Blue Cross and Blue Shield of Illinois,36096IL0810091,Blue Precision Gold HMO? 207,HMO,https://www.bcbsil.com/sbc/ind/sbc-ghsh30baviilp-il-2025.pdf,6db0bea6-d678-4f7c-b999-5e426df6ad1d
Gold,Blue Cross and Blue Shield of Illinois,36096IL0990283,Blue Choice Preferred Gold PPO? Standard - Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-gpsa44bceiilp-il-2025.pdf,6de11a34-9c46-4b93-b1c9-07dd7e6d116a
Gold,Anthem Blue Cross and Blue Shield,79475WI0340171,Anthem Gold Pathway/Lean Standard ($0 Virtual PCP + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemGoldPathwayLeanStandard0VirtualPCP0SelectDrugsIncentives/81UP/English/DG166705364058.pdf,6e052835-f8ba-479b-9847-76814f2b1964
Gold,HealthPartners,20173WI0130040,"Atlas $1,500 Standard Gold",PPO,https://www.healthpartners.com/content/dam/plan/sbc/hp/2025/iw655.pdf,6e075ef0-7076-496f-98a9-4e97112bc04a
Silver,CHRISTUS Health Plan,66252TX0160012,CHRISTUS Silver Essential,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_Essential_2025.pdf,6e0da202-9b0d-40fa-aebd-71fe9c0cea65
Silver,Blue Cross and Blue Shield of NC,11512NC0410038,Blue Local Silver Choice | 3 Free PCP | $15 Tier 1 Rx | with Atrium Health,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Local_Silver_Choice_3000_with_Atrium_Health_2025.pdf,6e5ebbca-fb5f-48e4-becc-2978ae3f1763
Gold,CHRISTUS Health Plan,66252TX0070006,CHRISTUS Gold Essential,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Gold_Essential_2025.pdf,6e6806f2-dab4-4920-86aa-ed49b0dc667f
Silver,Blue Cross and Blue Shield of Texas,33602TX0461204,MyBlue Health Silver? 405,HMO,https://www.bcbstx.com/sbc/ind/sbc-shsa03bftitxp-tx-2025.pdf,6e8ba20b-972a-40e9-83cb-215b043ba8a6
Silver,Medica,21333OK0070008,Harmony by Medica Silver Standard + Adult Eye Exam,PPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBHMSSTAEEOK&uid=FFM.pdf,6e9b11b8-0c0d-4efd-8028-e5c134aa7257
Gold,Ambetter Health,49004FL0020021,Complete Gold + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/49004FL0020021-01.pdf,6f06eee3-ff7b-45c5-874a-22a930f2c483
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420107,Blue AdvanceHealth Bronze - MaricopaFocus Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=AdvanceHealth%20Bronze%20&Deductibles=9000&EffectiveDate=2025/01/01&ContractType=2.pdf,6f10a46c-6a81-41dd-88b2-5fdcba8540d5
Expanded Bronze,Florida Blue HMO (a BlueCross BlueShield FL company),30252FL0070025,myBlue Bronze 2013 ($0 Virtual PCP Visits / 3 PCP Visits for $0 then $30 / Rewards),HMO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/2013.pdf,6f2af24e-9279-4faa-bc6e-ea7609820ec5
Silver,Blue Cross and Blue Shield of NC,11512NC0410027,Blue Local Silver Standard | with Atrium Health,EPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Local_Silver_Standard_5000_with_Atrium_Health_2025.pdf,6f3c88cd-7442-40aa-aa54-bb5781180548
Silver,Blue Cross and Blue Shield of Texas,33602TX0461175,MyBlue Health Silver? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-shsd50bftitxp-tx-2025.pdf,6f421047-a403-4765-990c-8ac83b5a4931
Gold,Blue Cross and Blue Shield of Illinois,36096IL1380025,MyBlue Plus Gold? Standard - Rx Copays,POS,https://www.bcbsil.com/sbc/ind/sbc-gose06blfiilp-il-2025.pdf,6f978328-0cfe-421b-88af-6b8f5b004da6
Expanded Bronze,Anthem Blue Cross and Blue Shield,79475WI0340141,Anthem Bronze Pathway/Lean 5000 (3 Free PCP Visits + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayLean50003FreePCPVisits0SelectDrugsIncentives/81WD/English/DG166705364084.pdf,6fc8ee80-0e64-4b22-aa28-4c64146394e0
Expanded Bronze,CHRISTUS Health Plan,66252TX0320010,CHRISTUS Bronze,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Bronze_2025.pdf,6fd64720-1ee3-4f12-8844-ea37ba1b7cb9
Catastrophic,Blue Cross and Blue Shield of Illinois,36096IL0990126,Blue Choice Preferred Security PPO? 200,PPO,https://www.bcbsil.com/sbc/ind/sbc-cpsh30bceiilp-il-2025.pdf,6ff4252a-ce58-47ad-8013-fa518543ddd9
